Type ID Timeoffset
ED 1 6.447895
ED 2 6.187907
ED 3 5.450889
ED 4 6.367075
ED 5 4.573988
ED 6 6.546533
ED 7 6.671831
ED 8 5.882214
ED 9 6.426842
ED 10 5.410400
ED 11 7.320207
ED 12 5.153599
ED 13 5.353095
ED 14 5.770895
ED 15 4.857348
ED 16 5.693581
ED 17 4.609764
ED 18 5.486538
ED 19 5.968172
ED 20 5.685595
ED 21 4.448270
ED 22 6.705535
ED 23 6.922614
ED 24 6.614456
ED 25 6.900840
ED 26 4.269951
ED 27 5.823007
ED 28 3.674715
ED 29 7.029432
ED 30 5.906019
ED 31 6.671816
ED 32 3.959604
ED 33 5.489033
ED 34 7.885788
ED 35 5.133242
ED 36 4.530764
ED 37 4.653725
ED 38 4.641129
ED 39 4.072646
ED 40 5.310538
ED 41 5.350974
ED 42 4.487512
ED 43 5.189443
ED 44 4.525495
ED 45 4.470774
ED 46 4.568004
ED 47 3.806250
ED 48 6.402178
ED 49 5.583762
ED 50 2.697296
ED 51 6.001934
ED 52 3.644667
ED 53 4.285209
ED 54 5.075953
ED 55 4.232779
ED 56 4.783458
ED 57 3.684571
ED 58 5.261922
ED 59 4.608127
ED 60 5.412036
ED 61 5.429176
ED 62 5.289720
ED 63 3.631981
ED 64 4.858783
ED 65 4.919251
ED 66 4.311878
ED 67 3.506808
ED 68 3.948021
ED 69 5.703732
ED 70 5.023925
ED 71 5.716426
ED 72 4.414824
ED 73 6.028774
ED 74 4.661702
ED 75 6.492761
ED 76 4.187884
ED 77 6.363280
ED 78 3.662867
ED 79 5.244932
ED 80 4.515092
ED 81 5.360064
ED 82 6.375268
ED 83 4.272453
ED 84 6.840746
ED 85 4.773436
ED 86 5.129314
ED 87 4.965295
ED 88 5.052363
ED 89 4.792941
ED 90 5.660795
ED 91 4.466930
ED 92 6.076986
ED 93 6.223689
ED 94 4.566124
ED 95 5.648443
ED 96 5.151539
ED 97 5.402894
ED 98 5.365405
ED 99 4.768590
ED 100 5.415962
ED 101 5.704001
ED 102 4.796734
ED 103 5.440391
ED 104 4.233394
ED 105 5.311659
ED 106 4.789240
ED 107 4.434767
ED 108 5.489276
ED 109 6.811653
ED 110 3.858164
ED 111 4.965943
ED 112 5.427121
ED 113 5.430218
ED 114 5.007282
ED 115 6.236039
ED 116 5.174089
ED 117 5.065898
ED 118 4.738594
ED 119 4.000748
ED 120 5.429195
ED 121 4.613850
ED 122 6.775144
ED 123 5.136847
ED 124 3.179525
ED 125 4.982294
ED 126 7.483734
ED 127 4.796836
ED 128 2.733567
ED 129 3.560741
ED 130 3.600643
ED 131 5.971637
ED 132 4.548402
ED 133 3.558734
ED 134 3.929944
ED 135 4.993938
