ED ID NormlizedTimeoffset
ED 298 -0.749732
ED 299 0.686802
ED 300 -0.817224
ED 301 0.178475
ED 302 -0.158648
ED 303 -2.116060
ED 304 -1.849840
ED 305 -0.335450
ED 306 -2.150528
ED 308 -2.347279
ED 309 0.012344
ED 310 0.180443
ED 311 0.012779
ED 312 -0.147012
ED 313 0.074753
ED 314 -0.493948
ED 315 -0.751703
ED 316 -1.574671
ED 317 -2.084589
ED 318 -1.090136
ED 319 0.158365
ED 320 -0.800132
ED 321 0.159705
ED 322 -0.419802
ED 323 -1.600787
ED 324 -1.936648
ED 325 -1.807220
ED 326 -0.365498
ED 327 -1.283985
ED 328 -0.928172
ED 329 -1.515690
ED 330 0.598429
ED 331 0.802607
ED 332 0.095270
ED 333 -0.790142
ED 334 0.410086
ED 335 -0.732987
ED 336 -1.804315
ED 337 -0.842968
ED 338 -1.824021
ED 339 -0.991934
ED 340 -3.679562
ED 341 -0.810363
ED 342 -2.956343
ED 343 1.866971
ED 344 -0.091172
ED 345 0.180225
ED 346 0.711242
ED 347 1.170994
ED 348 -0.808176
ED 349 -0.768000
ED 350 -3.263798
ED 351 -2.591619
ED 352 -1.266597
ED 353 -0.174974
ED 354 -2.180669
ED 355 -0.841941
ED 356 -1.020354
ED 357 -0.124355
ED 358 -2.521927
ED 359 -0.270890
ED 360 1.423744
ED 361 -0.394194
ED 362 -0.407581
ED 363 2.957669
ED 364 -1.694018
ED 365 -1.718056
ED 366 -1.828164
ED 367 -0.295419
ED 368 0.343244
ED 369 -0.146650
ED 370 -0.710858
ED 371 -2.731748
ED 372 -4.534741
ED 373 -1.078074
ED 374 -1.145438
ED 375 -1.791260
ED 376 -0.106740
ED 377 -2.389494
ED 378 -2.603417
ED 379 -3.830445
ED 380 -1.212752
ED 381 0.831556
ED 382 0.413407
ED 383 -0.073855
ED 384 -0.001022
ED 385 -1.604850
ED 386 -0.552998
ED 387 -0.429667
ED 388 -2.534406
ED 389 -2.164216
ED 390 -0.106501
ED 391 0.243124
ED 392 -0.539552
ED 393 0.009317
ED 394 -1.301613
ED 395 0.423052
ED 396 -0.829532
ED 397 -0.622394
ED 398 0.819428
ED 399 -1.190014
ED 400 -2.445345
ED 401 0.292985
ED 402 -2.669756
ED 403 -1.116265
ED 404 -1.152942
ED 405 0.499164
ED 406 -1.675152
ED 407 -0.556324
ED 408 1.218250
ED 409 -3.260579
ED 410 -1.566247
ED 411 -2.289180
ED 412 -3.453359
ED 413 -1.558167
ED 414 1.696545
ED 415 -3.171263
ED 416 -2.584250
ED 417 -0.673321
ED 418 0.551669
ED 419 -0.860397
ED 420 -0.479192
ED 421 -0.968306
ED 422 1.060963
ED 423 1.478876
ED 424 2.184898
ED 425 -1.337730
ED 426 -1.147909
ED 427 -0.129549
ED 428 1.259199
ED 429 -1.008033
ED 430 -1.352779
ED 431 0.293133
ED 432 -0.209148
ED 433 -0.050367
ED 434 3.133605
ED 435 -0.340756
ED 436 0.055087
ED 437 1.697717
ED 438 -0.634093
ED 439 -0.252732
ED 440 -2.080212
ED 441 -0.156572
ED 442 2.909715
ED 443 -0.210955
ED 444 -0.002808
ED 445 -0.258495
ED 446 -0.503305
ED 447 -1.584943
ED 448 0.036028
ED 449 0.270239
ED 450 -2.116704
ED 451 -0.980979
ED 452 -0.538736
ED 453 0.368757
ED 454 2.249181
ED 455 -0.610782
ED 456 0.143098
ED 457 -2.632374
ED 458 -0.049357
ED 459 1.315336
ED 460 2.344158
ED 461 0.581388
ED 462 -0.766213
ED 463 2.010101
